dew_point,avg_wind,humidity,rain,rain_sum,snow_depth,rain_amount,snow_amount,ice_measure,friction,ice_frequency,mean_temperature,condition
-6.3935057572321305,2.712040815288704,100.0,0.7994396393876341,5.276005761109708,0.0,0.11372924759860065,0.12777787487111275,0.02577865461323625,0.31522908303340913,105.0,-2.5139070293925276,Ice
-10.398105043910846,3.458342748994278,77.62655272131525,0.0,1.5595990535507678,0.0,0.10088560938114725,0.06362220300004492,0.3645945414866961,0.5223390532637157,184.44137547976763,-11.389215947486303,Ice
6.9,1.1,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,415.0,9.05,Normal
7.0,0.4,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,393.0,9.9,Normal
4.8,2.8,92.0,0.0,0.7,0.0,0.21,0.0,0.0,0.74,112.0,1.5999999999999999,Rain
0.0,1.3,100.0,4.0,4.6,5.0,0.0,0.31,0.16,0.3,107.0,-3.0,Snow
-2.2,2.3,100.0,4.0,4.3,6.0,0.25,0.0,0.0,0.73,112.0,-2.85,Snow
-4.4,1.2,93.0,4.0,3.0,3.0,0.0,0.23,0.2,0.23,115.0,-2.1999999999999997,Snow
4.1,1.5,100.0,1.0,10.7,0.0,0.51,0.0,0.0,0.67,110.0,-4.300000000000001,Rain
3.9,3.1,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,465.0,8.3,Normal
5.4,1.1,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,417.0,9.649999999999999,Normal
-5.413465669261597,0.1,93.54579461609754,0.07001449056555042,2.1803599656598784,0.0,0.1337432794069709,0.09333041123651613,0.2332883409379984,0.7974693992353241,245.26731058752614,-3.411846489947755,Ice
-7.4,3.6,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,122.0,-4.05,Normal
7.7,1.3,66.0,0.0,0.2,0.0,0.0,0.0,0.0,0.82,110.0,9.55,Rain
5.5,2.4,95.0,0.0,6.5,0.0,0.3,0.0,0.0,0.71,110.0,0.4500000000000002,Rain
-3.6,1.6,90.0,4.0,0.1,8.0,0.0,0.0,0.0,0.82,110.0,-2.45,Snow
-11.9,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,405.0,-7.949999999999999,Normal
-1.3,5.6,93.0,4.0,0.4,2.0,0.28,0.04,0.06,0.71,110.0,-3.95,Snow
1.8,0.6,78.0,0.0,0.0,0.0,0.48,0.0,0.0,0.67,110.0,3.5500000000000003,Rain
-13.5,5.8,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,115.0,-4.9,Normal
4.2,3.2,99.0,0.0,3.0,0.0,0.43,0.0,0.0,0.68,112.0,-2.2,Rain
-5.8,2.7,80.0,4.0,0.1,3.0,0.05,0.0,0.0,0.81,112.0,-4.1499999999999995,Snow
-17.7,0.6,36.0,0.0,2.2,0.0,0.0,0.0,0.0,0.82,402.0,-5.75,Normal
-14.9,2.5,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,157.0,-5.9,Normal
6.3,6.1,91.0,0.0,0.0,0.0,0.01,0.0,0.0,0.82,112.0,2.0000000000000004,Rain
-12.4,3.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,405.0,-3.95,Normal
-4.7,1.8,97.0,0.0,1.1,0.0,0.0,0.28,0.19,0.24,112.0,-14.15,Ice
-3.3,4.3,98.0,5.0,2.1,18.0,0.0,0.33,0.17,0.29,110.0,-1.3,Snow
-14.2,1.8,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,422.0,-3.5,Normal
-14.9,3.3,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,440.0,-9.4,Normal
-3.7,4.7,95.0,5.0,1.3,11.0,0.0,0.24,0.09,0.41,110.0,-1.75,Snow
-14.7,1.1,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,500.0,-11.05,Normal
-9.9,3.4,59.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,411.0,-4.75,Normal
-2.373855697754199,2.076024445511052,100.0,0.3567479181476536,0.0,0.0,0.241027798838661,0.0,0.18630601311215594,0.29109892182068586,105.0,-10.849533044728323,Ice
-3.3048090943579864,5.452728853936579,100.0,0.6430643869927832,2.45809085616799,0.0,0.0,0.13770634234758214,0.15170665593304014,0.82,196.7613320092534,-9.820391801820382,Ice
-6.364371679972159,3.582321409717693,77.67375963733639,2.7735330801709512,1.4411409475413817,0.0,0.0,0.14125543861732284,0.10803377137513744,0.82,105.0,-14.10566801939833,Ice
-1.1,6.264501883108973,72.92706853736117,1.4712508819034542,0.0,0.0,0.18466237852142559,0.3907429400502426,0.15491276712390328,0.37650386036085237,216.7850200104039,-4.643781479517096,Ice
-9.2,1.7,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,420.0,-2.4000000000000004,Normal
-8.0,0.8,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,115.0,-4.05,Rain
-5.561443689823554,4.800935766318775,94.32980094905548,0.06831624365342659,1.307436564240655,0.0,0.1259873738617011,0.07640468095165028,0.0724896037946906,0.4412167469590915,143.3636748171481,-6.789565119336601,Ice
-4.750460094100599,3.271980940068051,92.15179947379727,1.238466706980959,4.89308300800797,0.0,0.04345064027572075,0.0,0.11350904207771591,0.45731451560811515,156.6764694726878,-3.203530455811248,Ice
-0.4,4.4,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,414.0,-0.8999999999999999,Rain
5.2,3.4,92.0,0.0,0.1,0.0,0.29,0.0,0.0,0.71,115.0,0.10000000000000009,Rain
-2.5,1.2,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,410.0,0.25,Normal
3.6,2.0,100.0,1.0,3.2,0.0,0.56,0.01,0.02,0.66,110.0,-0.19999999999999996,Rain
-12.0,2.3,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,401.0,-5.65,Normal
-3.4,4.2,88.0,4.0,0.8,0.0,0.3,0.0,0.0,0.71,112.0,-1.8499999999999999,Snow
-12.3,1.9,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,400.0,-6.25,Normal
-14.3,0.3,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,105.0,-5.6000000000000005,Ice
-15.7,1.3,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,440.0,-5.6,Normal
5.8,2.1,87.0,0.0,0.0,0.0,0.1,0.0,0.0,0.8,112.0,1.8000000000000003,Rain
-2.9,4.8,96.0,4.0,3.7,3.0,0.14,0.04,0.08,0.78,112.0,-2.0500000000000003,Snow
-4.7,3.0,89.0,4.0,0.2,0.0,0.0,0.05,0.07,0.54,112.0,-2.6999999999999997,Snow
3.6,0.8,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,435.0,5.9,Normal
4.5,1.0,93.0,0.0,0.6,0.0,0.52,0.0,0.0,0.67,112.0,8.4,Rain
3.7,3.7,96.0,0.0,0.2,0.0,0.12,0.0,0.0,0.79,110.0,1.5,Rain
4.2,1.4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,115.0,6.3500000000000005,Normal
-5.077091644021943,5.509890978576859,100.0,3.1152617021274835,3.2631458723327142,0.0,0.016563546689767054,0.0,0.2542908555615879,0.32131917909821217,169.0849776482135,-7.712914184417384,Ice
-6.2,4.9,97.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,419.0,-4.25,Snow
4.4,0.9,94.0,0.0,0.1,0.0,0.27,0.0,0.0,0.72,112.0,7.3500000000000005,Rain
-4.7,7.8,88.0,4.0,0.2,1.0,0.12,0.0,0.0,0.79,112.0,-2.55,Snow
-15.0,3.3,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,422.0,-10.4,Normal
-5.2,2.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,432.0,-4.45,Normal
-9.3,3.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,410.0,-4.5,Normal
4.8,3.8,97.0,0.0,0.1,0.0,0.15,0.0,0.0,0.78,112.0,1.0,Rain
-5.1,5.3,88.0,4.0,1.2,1.0,0.02,0.1,0.15,0.29,112.0,-2.25,Snow
-18.2,1.4,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,400.0,-7.5,Rain
-8.7,1.8,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,185.0,-4.1499999999999995,Normal
0.7,3.8,95.0,1.0,1.3,0.0,0.33,0.0,0.0,0.7,115.0,-0.9,Rain
-7.3,2.9,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,435.0,-2.15,Normal
-15.5,0.9,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,405.0,-5.1,Normal
-15.7,3.8,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,435.0,-3.1,Normal
-10.8,0.3,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,442.0,-4.2,Normal
-5.4,5.8,78.0,4.0,0.1,1.0,0.03,0.0,0.0,0.82,112.0,-2.35,Snow
2.8,1.2,100.0,1.0,10.2,0.0,0.46,0.0,0.0,0.68,110.0,-4.800000000000001,Rain
-10.6,2.9,54.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,452.0,-5.55,Snow
3.6,0.8,63.0,0.0,0.0,0.0,0.01,0.0,0.0,0.82,105.0,6.2,Rain
-0.2,1.2,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,417.0,7.1000000000000005,Normal
4.6,3.4,48.0,0.0,0.0,0.0,0.01,0.0,0.0,0.82,112.0,9.15,Rain
-3.0,6.6,95.0,5.0,3.5,21.0,0.24,0.0,0.0,0.73,110.0,-1.5999999999999999,Snow
-4.379545597360584,0.6861609695212638,99.2904733583045,1.5136286618898644,0.7963536793384748,0.0,0.09179499534862363,0.20041327955541385,0.0,0.82,167.8744041868889,-1.3,Ice
-8.600914184243116,1.3055513459969985,76.18824522569439,2.4507654592769175,0.0,0.0,0.19042145572002375,0.1160935760449147,0.0,0.22949191320614631,164.45799547582538,-6.803052599392185,Ice
-6.6394999901892655,4.189452898141813,99.4956876036619,2.0204208169583744,3.272283935708979,0.0,0.0,0.3209904235047067,0.2750087750009613,0.4462962071087986,133.25513721213417,-7.759535188356658,Ice
-8.0,1.8,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,112.0,-1.6,Rain
3.9,2.5,96.0,0.0,2.7,0.0,0.31,0.0,0.0,0.7,112.0,-2.7,Rain
4.0,2.2,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,165.0,9.9,Normal
-1.1,6.106979927351876,92.87439897895898,0.22832400583779078,3.4380749827785264,0.0,0.14527275616840618,0.2526870528344716,0.18804126959441608,0.7958666138657133,224.48405489804315,-1.8609680093573968,Ice
-2.9448056177775297,4.10205287853695,98.08706921974044,1.6088270559051265,2.4233694491484545,0.0,0.0,0.14694207169678103,0.0,0.5256969660008377,105.0,-1.3,Ice
-9.7,2.2,53.0,0.0,0.3,0.0,0.0,0.01,0.0,0.82,427.0,-3.15,Normal
2.2,6.1,89.0,1.0,0.3,0.0,0.55,0.0,0.0,0.66,110.0,0.09999999999999987,Rain
5.3,3.2,100.0,0.0,2.9,0.0,0.18,0.0,0.0,0.76,112.0,-2.3499999999999996,Rain
-2.9,2.5,100.0,4.0,2.4,0.0,0.0,0.43,0.11,0.38,115.0,-7.0,Snow
-18.6,2.9,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,464.0,-14.15,Normal
-0.9,3.4,95.0,4.0,0.6,4.0,0.7,0.0,0.0,0.64,112.0,-4.2,Snow
4.9,2.3,94.0,0.0,0.0,0.0,0.09,0.0,0.0,0.8,112.0,1.9000000000000001,Rain
9.0,1.7,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,385.0,9.2,Normal
-15.2,0.4,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,430.0,-6.15,Normal
-19.7,1.2,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,402.0,-7.5,Normal
-8.2,3.1,63.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,405.0,-3.6999999999999997,Snow
-5.3,3.5,92.0,5.0,1.2,15.0,0.0,0.16,0.07,0.46,112.0,-2.9,Snow
-8.074382316915088,5.010376448571607,81.34938324731955,0.5544183392119917,3.7627071443008013,0.0,0.0218392672323734,0.3642640238644653,0.01714991352697884,0.1768746065788247,324.0604971534477,-6.728693067648857,Ice
-5.104895037678371,3.8983101107485227,82.03971499403028,0.0,1.802439914705527,0.0,0.015003702201611853,0.3328713677510224,0.06976870248677979,0.5020362850619834,105.0,-1.3,Ice
-5.1,1.5,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,417.0,-1.0,Normal
6.7,1.6,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,475.0,9.55,Rain
4.9,4.3,91.0,0.0,13.2,0.0,0.36,0.0,0.0,0.69,110.0,1.15,Rain
5.1,2.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,390.0,5.55,Normal
-6.158669112945808,2.601047825906428,89.57951905057732,0.05351359779317999,3.821710676041623,0.0,0.10026722323171323,0.23424189266972595,0.11242492981480098,0.552078015556937,143.15907592501387,-2.708446106610139,Ice
4.7,1.1,87.0,0.0,0.1,0.0,0.14,0.0,0.0,0.78,115.0,8.0,Rain
-8.2,0.6,74.0,0.0,0.8,0.0,0.0,0.0,0.0,0.82,420.0,-3.6,Normal
4.9,1.3,93.0,0.0,0.2,0.0,0.12,0.0,0.0,0.79,110.0,1.95,Rain
-3.0920735926092267,3.3100672727576246,72.37866777373199,2.8910470853734767,0.0,0.0,0.15440596072251334,0.0754266272866551,0.10390573096915189,0.4173721698136133,190.1503473381682,-2.2390315252926487,Ice
-7.6,4.5,74.0,4.0,0.1,0.0,0.01,0.0,0.0,0.82,112.0,-6.95,Snow
-7.7,2.6,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,409.0,-1.6,Normal
-11.011048774435263,1.4009685011894846,65.8819171750656,0.8130893597332404,1.268482030946998,0.0,0.0,0.13899564624374638,0.24089506146326845,0.635501439933163,105.0,-5.390640675297593,Ice
-2.2,2.8,92.0,4.0,4.0,0.0,0.14,0.0,0.0,0.78,110.0,-1.2,Snow
0.3,1.6,50.0,0.0,0.0,0.0,0.06,0.0,0.0,0.81,110.0,5.45,Normal
4.8,4.4,91.0,0.0,0.1,0.0,0.14,0.0,0.0,0.78,115.0,-0.6000000000000001,Rain
-10.692768864123455,4.805339742186778,93.95237428132513,3.8240313671348876,0.0,0.0,0.10865899111715721,0.16259864697576418,0.22011650133107924,0.48086141690195283,128.1673044405072,-3.1262325294990516,Ice
5.3,1.1,100.0,0.0,0.2,0.0,0.11,0.0,0.0,0.8,112.0,1.25,Rain
-6.4,3.1,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,419.0,-2.7,Normal
-6.6,6.2,74.0,4.0,0.2,0.0,0.02,0.0,0.0,0.82,430.0,-2.7,Snow
-2.5,2.7,97.0,4.0,7.3,6.0,0.12,0.05,0.06,0.79,112.0,-2.25,Snow
-7.9,1.5,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,357.0,-2.9,Normal
-3.9,3.9,95.0,4.0,1.1,11.0,0.05,0.1,0.16,0.3,112.0,-3.3000000000000003,Snow
-2.9,6.1,96.0,4.0,3.3,3.0,0.0,0.4,0.1,0.38,141.0,-2.55,Snow
-10.5,2.4,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,440.0,-3.4,Normal
-8.5,4.5,64.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,115.0,-3.7,Snow
-8.3,2.4,67.0,4.0,0.2,0.0,0.0,0.14,0.03,0.5,419.0,-5.1,Normal
-9.0,1.9,65.0,0.0,0.7,0.0,0.01,0.0,0.0,0.82,497.0,-4.35,Normal
-5.8,2.1,89.0,4.0,0.2,5.0,0.11,0.04,0.05,0.79,110.0,-5.6,Snow
-17.2,1.3,36.0,0.0,0.2,0.0,0.0,0.0,0.0,0.82,182.0,-5.9,Normal
-8.6,0.8,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,432.0,-3.55,Normal
1.8,0.6,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,125.0,6.1,Rain
-4.016190916849194,2.794982672870523,76.27288092315422,4.0,1.9952092617133412,0.0,0.0,0.10505138958938011,0.261579694580775,0.82,365.7302889808477,-10.138754145003603,Ice
-3.1,2.4,97.0,6.0,1.1,24.0,0.0,0.46,0.11,0.38,112.0,-7.1,Snow
-2.1,2.8,99.0,4.0,4.6,6.0,0.38,0.02,0.08,0.69,112.0,-0.5,Snow
1.3,1.2,99.0,1.0,11.5,0.0,0.43,0.0,0.0,0.68,115.0,-2.6,Rain
-2.2,1.8,100.0,4.0,4.5,11.0,0.0,0.12,0.14,0.31,110.0,-1.7,Snow
1.5,4.9,95.0,1.0,4.1,0.0,0.41,0.0,0.0,0.68,110.0,-0.7,Rain
4.6,1.8,100.0,0.0,5.1,0.0,0.23,0.0,0.0,0.73,112.0,-1.0500000000000003,Rain
-13.7,0.5,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,420.0,-5.1,Normal
6.3,2.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,560.0,7.3,Normal
-2.6542679525742208,1.2138967148304538,91.33386803840088,2.7288794081622694,0.0,0.0,0.01722880291909975,0.17394508804254016,0.1381734796274735,0.82,239.67262842711278,-9.925510344185186,Ice
-2.3,5.6,97.0,4.0,0.6,1.0,0.0,0.35,0.13,0.36,112.0,-0.9500000000000001,Snow
-1.1,3.4096033606296245,87.51242978169695,1.5010297954501073,2.6118020312368735,0.0,0.13057395539620387,0.14297863027511334,0.12302791330458746,0.82,126.50761213650476,-6.06105659605686,Ice
1.1,1.4,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,322.0,5.3,Normal
-7.2115177035325235,1.3080312816397348,85.06120917152806,0.5448033373828609,1.2308348760721837,0.0,0.05352278977515826,0.0,0.18480514262147074,0.31678352439659596,191.42016918460226,-1.3,Ice
4.3,1.4,100.0,0.0,6.9,0.0,0.24,0.0,0.0,0.73,112.0,-3.6499999999999995,Rain
-11.727114072319804,3.7458729678681464,81.65117124275963,0.0,2.465176476159933,0.0,0.03104025311969514,0.19832087223320904,0.0,0.82,187.85263007994246,-1.3,Ice
6.9,2.1,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,400.0,9.1,Normal
-3.1,2.9,97.0,4.0,3.8,2.0,0.0,0.57,0.06,0.38,112.0,-3.05,Snow
4.1,2.2,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,392.0,8.25,Normal
-1.1,1.5742589136319778,91.65934008513747,0.7293334083753316,1.3202098688163713,0.0,0.09529506863167529,0.28802425223352285,0.07425009317012121,0.82,144.19929812583638,-10.787603352579218,Ice
6.1,1.6,85.0,0.0,0.0,0.0,0.02,0.0,0.0,0.82,110.0,8.7,Rain
-16.7,0.7,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,475.0,-6.199999999999999,Normal
-7.9,4.4,65.0,4.0,0.1,0.0,0.0,0.0,0.0,0.82,112.0,-2.65,Snow
-2.8154135273790146,4.115242900475234,71.95876959755032,3.196788574580907,2.4429318471835915,0.0,0.12948144971449035,0.3018791070345224,0.19159357919573988,0.82,105.0,-13.707154297136526,Ice
-3.1,3.3,99.0,4.0,0.9,2.0,0.0,0.31,0.08,0.39,110.0,-3.3,Snow
-2.8,4.4,96.0,5.0,4.1,2.0,0.17,0.17,0.29,0.36,110.0,-1.4,Snow
-3.4,1.1,61.0,0.0,0.0,0.0,0.01,0.0,0.0,0.82,395.0,0.7,Normal
4.5,0.5,95.0,0.0,0.0,0.0,0.01,0.0,0.0,0.82,438.0,5.8,Normal
4.1,3.2,100.0,0.0,4.0,0.0,0.59,0.0,0.0,0.66,115.0,-3.15,Rain
-1.3,4.6,96.0,4.0,7.0,1.0,0.31,0.01,0.02,0.71,110.0,-1.5499999999999998,Snow
-8.752626772092693,2.8734687965434693,73.01434306300149,2.726071390650927,0.0,0.0,0.016704927720114685,0.02151333444108877,0.17071685356420896,0.45599477014439693,105.0,-6.770122088028279,Ice
-9.621838780535496,0.17580673054173257,90.06284891629576,0.6942944442300414,1.8661291008966865,0.0,0.00994515519761801,0.08225331883580965,0.2503227583295494,0.16626145264990294,165.96304303689038,-9.131054130481619,Ice
-3.1,3.8,98.0,5.0,4.4,9.0,0.0,0.52,0.13,0.36,110.0,-1.35,Snow
-5.464092226392739,1.0069407581035266,92.2027882791563,2.7711416508110025,3.9225620625943947,0.0,0.12748920328907687,0.1053831359988894,0.33294000334051893,0.82,105.0,-3.340471176172,Ice
5.3,4.1,98.0,0.0,0.5,0.0,0.05,0.0,0.0,0.81,112.0,-1.4,Rain
5.2,2.4,100.0,0.0,5.1,0.0,0.23,0.0,0.0,0.73,112.0,-0.8500000000000001,Rain
-3.2,3.0,100.0,5.0,4.8,16.0,0.01,0.68,0.14,0.36,110.0,-1.7,Snow
-2.4,2.3,98.0,5.0,1.1,7.0,0.0,0.26,0.08,0.4,115.0,-6.300000000000001,Snow
5.7,5.3,93.0,0.0,0.0,0.0,0.04,0.0,0.0,0.82,110.0,1.0500000000000003,Rain
-6.997297113559196,3.552466411240321,74.51132349750243,1.8690553367399074,0.0,0.0,0.0928523374004138,0.28607547044208775,0.3033120606720092,0.17267530998749353,140.61371439520434,-1.3,Ice
-4.6,1.2,63.0,0.0,0.1,0.0,0.0,0.0,0.0,0.82,107.0,-0.09999999999999987,Rain
3.7,1.4,70.0,0.0,0.0,0.0,0.01,0.0,0.0,0.82,390.0,6.550000000000001,Normal
-6.882501570367933,3.26286562233106,95.28432276501806,0.021444498956462388,2.055511744907199,0.0,0.02770295134321791,0.13145092105760545,0.23053801734565,0.5723380397266519,105.0,-1.3,Ice
-7.907013818562198,1.8453134177461097,89.30414483170452,1.1990016687482175,0.4236112098262088,0.0,0.0,0.32675391988483043,0.24150658057888236,0.6622215219790943,105.0,-5.4900015561559465,Ice
